Range	60.0dB	-120.0dBm
Mobile unit	1	Mobile Terminal	 00.00000	 000.00000	0.0
Fixed unit	2	Monte da Virgem	 41.11313	-008.59838	200.1
Fixed unit	3	Sardoura	 41.04918	-008.31171	316.6
Fixed unit	4	Resende	 41.13410	-007.98018	552.6
Fixed unit	7	S. J. Pesqueira	 41.15195	-007.41028	614.3
Fixed unit	8	Torre de Moncorvo	 41.15945	-007.17083	697.9
Latitude	Longitude	Rx(dB)	Best unit
 41.40347	-007.61800	 052.2	7
 41.40347	-007.61301	 042.4	7
 41.40347	-007.60802	 032.9	7
 41.40347	-007.60303	 017.9	7
 41.40347	-007.59804	 023.5	7
 41.40347	-007.59305	 018.8	0
 41.40347	-007.58806	 036.1	7
 41.40347	-007.58307	 016.5	0
 41.40347	-007.57808	 016.5	0
 41.40347	-007.57309	 012.3	0
 41.40347	-007.56810	 023.7	4
 41.40347	-007.56311	 027.8	4
 41.40347	-007.55812	 050.9	7
 41.40347	-007.55313	 044.0	7
 41.40347	-007.54814	 028.6	7
 41.40347	-007.54315	 027.2	0
 41.40347	-007.53816	 034.0	7
 41.40347	-007.53317	 049.6	7
 41.40347	-007.52818	 052.4	7
 41.40347	-007.52319	 049.5	7
 41.40347	-007.51820	 042.1	7
 41.40347	-007.51321	 044.6	7
 41.40347	-007.50822	 029.3	0
 41.40347	-007.50323	 036.6	7
 41.40347	-007.49824	 027.5	7
 41.40347	-007.49325	 016.3	7
 41.40347	-007.48826	 021.9	7
 41.40347	-007.48327	 034.2	7
 41.40347	-007.47828	 028.8	0
 41.40347	-007.47329	 029.0	0
 41.40347	-007.46830	 014.4	7
 41.40347	-007.46331	 025.2	7
 41.40347	-007.45831	 030.5	7
 41.40347	-007.45332	 027.3	0
 41.40347	-007.44834	 028.4	0
 41.40347	-007.44334	 030.0	7
 41.40347	-007.43835	 032.6	7
 41.40347	-007.43336	 030.5	7
 41.40347	-007.42837	 028.7	7
 41.40347	-007.42338	 025.5	7
 41.40347	-007.41839	 035.0	7
 41.40347	-007.41340	 035.7	7
 41.40347	-007.40841	 041.5	7
 41.40347	-007.40342	 009.5	0
 41.40347	-007.39843	 008.3	0
 41.40348	-007.39344	 024.5	0
 41.40347	-007.38845	 027.9	0
 41.40347	-007.38346	 045.4	7
 41.40347	-007.37847	 044.8	7
 41.40347	-007.37348	 021.4	8
 41.40347	-007.36849	 019.7	0
 41.40347	-007.36350	 026.8	7
 41.40347	-007.35851	 036.1	7
 41.40347	-007.35352	 042.9	7
 41.40347	-007.34853	 041.1	7
 41.40347	-007.34354	 038.3	7
 41.40347	-007.33855	 022.2	7
 41.40347	-007.33356	 009.6	0
 41.40347	-007.32857	 029.9	7
 41.40347	-007.32358	 022.3	0
 41.40347	-007.31859	 044.3	7
 41.40347	-007.31360	 044.4	7
 41.40347	-007.30861	 029.5	0
 41.40347	-007.30362	 025.4	0
 41.40347	-007.29863	 042.4	7
 41.40347	-007.29364	 026.5	0
 41.40347	-007.28865	 009.3	0
 41.40347	-007.28366	 009.5	0
 41.40347	-007.27867	 025.4	0
 41.40347	-007.27368	 027.4	0
 41.40347	-007.26869	 026.2	0
 41.40347	-007.26370	 022.0	0
 41.40347	-007.25871	 023.2	7
 41.40347	-007.25372	 026.1	0
 41.40347	-007.24873	 026.6	0
 41.40347	-007.24374	 028.1	0
 41.40347	-007.23875	 023.0	0
 41.40348	-007.23376	 028.3	0
 41.40347	-007.22877	 015.9	0
 41.40347	-007.22378	 029.4	0
 41.40347	-007.21879	 027.4	8
 41.40347	-007.21380	 025.8	0
 41.40347	-007.20881	 021.2	0
 41.40347	-007.20382	 027.9	0
 41.40347	-007.19883	 027.7	7
 41.40347	-007.19384	 031.2	0
 41.40347	-007.18885	 032.0	0
 41.40347	-007.18386	 011.1	0
 41.40347	-007.17887	 013.3	8
 41.40347	-007.17388	 006.4	0
 41.40347	-007.16889	 024.4	8
 41.40348	-007.16390	 021.6	8
 41.40347	-007.15891	 022.5	8
 41.40347	-007.15392	 021.8	0
 41.40348	-007.14893	 022.3	0
 41.40347	-007.14394	 023.8	0
 41.40347	-007.13895	 031.9	0
 41.40347	-007.13396	 030.3	0
 41.40347	-007.12897	 028.5	0
 41.40347	-007.12398	 023.4	0
 41.40347	-007.11899	 009.4	0
 41.40347	-007.11400	 015.8	0
 41.40347	-007.10901	 006.8	0
 41.40347	-007.10402	 009.9	0
 41.40347	-007.09903	 016.1	0
 41.40347	-007.09404	 019.4	0
 41.40347	-007.08905	 018.8	0
 41.40347	-007.08406	 026.9	0
 41.40347	-007.07907	 028.1	0
 41.40347	-007.07408	 031.6	0
 41.40347	-007.06909	 032.5	0
 41.40347	-007.06410	 029.8	0
 41.40347	-007.05911	 016.1	8
 41.40347	-007.05412	 033.8	8
 41.40347	-007.04913	 047.8	8
 41.40347	-007.04414	 054.8	8
 41.40347	-007.03915	 055.7	8
 41.40347	-007.03415	 052.2	8
 41.40347	-007.02917	 057.0	8
 41.40347	-007.02418	 055.4	8
 41.39972	-008.71582	 045.7	2
 41.39972	-008.71084	 043.9	2
 41.39972	-008.70584	 043.4	2
 41.39971	-008.70085	 042.0	2
 41.39972	-008.69586	 041.1	2
 41.39972	-008.69087	 037.9	2
 41.39972	-008.68588	 035.4	2
 41.39971	-008.68089	 039.6	2
 41.39971	-008.67590	 033.1	2
 41.39972	-008.67091	 036.7	2
 41.39972	-008.66593	 032.6	2
 41.39972	-008.66093	 025.0	2
 41.39971	-008.65594	 017.4	2
 41.39972	-008.65095	 006.1	0
 41.39972	-008.64596	 018.6	0
 41.39972	-008.64097	 026.9	2
 41.39971	-008.63598	 016.5	2
 41.39971	-008.63099	 017.3	2
 41.39972	-008.62600	 019.5	2
 41.39972	-008.62101	 028.3	2
 41.39972	-008.61602	 011.0	2
 41.39971	-008.61103	 021.0	0
 41.39972	-008.60604	 019.2	2
 41.39972	-008.60105	 013.8	2
 41.39972	-008.59606	 037.0	2
 41.39971	-008.59107	 048.9	2
 41.39972	-008.58608	 041.9	2
 41.39972	-008.58109	 043.9	2
 41.39972	-008.57610	 036.8	0
 41.39971	-008.57111	 034.1	0
 41.39972	-008.56612	 034.6	0
 41.39972	-008.56113	 042.5	2
 41.39972	-008.55614	 046.4	2
 41.39972	-008.55115	 050.4	2
 41.39971	-008.54616	 049.5	2
 41.39972	-008.54117	 022.1	2
 41.39972	-008.53618	 020.0	0
 41.39972	-008.53119	 026.0	0
 41.39971	-008.52620	 039.1	2
 41.39971	-008.52121	 035.4	2
 41.39972	-008.51622	 035.3	2
 41.39972	-008.51123	 031.6	0
 41.39971	-008.50624	 039.4	2
 41.39971	-008.50125	 041.8	2
 41.39972	-008.49626	 032.8	2
 41.39972	-008.49127	 041.3	2
 41.39972	-008.48628	 027.1	0
 41.39971	-008.48129	 039.7	2
 41.39971	-008.47630	 039.3	2
 41.39972	-008.47131	 025.2	0
 41.39972	-008.46632	 038.1	2
 41.39971	-008.46133	 038.1	2
 41.39971	-008.45634	 036.9	2
 41.39972	-008.45135	 039.2	2
 41.39972	-008.44636	 038.4	2
 41.39972	-008.44137	 029.9	2
 41.39971	-008.43638	 040.9	2
 41.39972	-008.43139	 040.1	2
 41.39972	-008.42640	 043.4	2
 41.39972	-008.42141	 041.9	2
 41.39971	-008.41642	 025.4	0
 41.39971	-008.41143	 026.8	0
 41.39972	-008.40644	 021.2	0
 41.39972	-008.40145	 030.2	2
 41.39971	-008.39646	 029.1	2
 41.39972	-008.39147	 017.3	0
 41.39972	-008.38648	 018.2	0
 41.39971	-008.38149	 020.1	0
 41.39971	-008.37650	 022.4	0
 41.39971	-008.37151	 014.4	0
 41.39971	-008.36652	 025.2	3
 41.39972	-008.36153	 028.7	0
 41.39972	-008.35654	 028.1	0
 41.39971	-008.35155	 030.8	0
 41.39972	-008.34656	 032.0	0
 41.39972	-008.34157	 030.4	0
 41.39972	-008.33658	 031.2	0
 41.39971	-008.33158	 027.0	0
 41.39971	-008.32660	 023.6	0
 41.39971	-008.32161	 014.1	0
 41.39972	-008.31662	 027.6	0
 41.39971	-008.31163	 030.1	0
 41.39971	-008.30663	 027.0	0
 41.39972	-008.30165	 013.6	2
 41.39972	-008.29666	 035.0	2
 41.39972	-008.29166	 016.3	0
 41.39971	-008.28667	 037.2	2
 41.39972	-008.28169	 002.9	0
 41.39971	-008.27669	 038.3	3
 41.39971	-008.27170	 033.5	0
 41.39972	-008.26671	 019.5	0
 41.39971	-008.26172	 027.9	0
 41.39972	-008.25673	 030.9	0
 41.39972	-008.25174	 013.6	4
 41.39972	-008.24675	 033.8	0
 41.39971	-008.24176	 025.9	3
 41.39972	-008.23677	 031.2	0
 41.39972	-008.23178	 021.2	0
 41.39971	-008.22679	 019.8	0
 41.39971	-008.22180	 028.6	0
 41.39972	-008.21681	-001.8	0
 41.39972	-008.21182	 002.5	0
 41.39972	-008.20683	 009.9	0
 41.39972	-008.20184	 022.0	0
 41.39971	-008.19685	 021.3	0
 41.39972	-008.19186	 020.4	0
 41.39972	-008.18687	 018.6	2
 41.39971	-008.18188	 026.0	2
 41.39971	-008.17689	 011.3	2
 41.39971	-008.17190	 012.0	0
 41.39972	-008.16691	 002.0	0
 41.39972	-008.16192	 016.4	3
 41.39972	-008.15693	 029.8	0
 41.39971	-008.15194	 033.1	0
 41.39972	-008.14695	 035.9	0
 41.39972	-008.14196	 036.9	2
 41.39971	-008.13697	 019.1	0
 41.39971	-008.13198	 034.4	2
 41.39971	-008.12699	 009.3	0
 41.39971	-008.12200	 016.6	0
 41.39972	-008.11701	 038.0	0
 41.39971	-008.11202	 039.4	0
 41.39972	-008.10703	 040.3	0
 41.39972	-008.10204	 014.7	7
 41.39972	-008.09705	 016.9	0
 41.39971	-008.09206	 025.0	3
 41.39971	-008.08707	 040.5	3
 41.39972	-008.08208	 041.4	0
 41.39971	-008.07709	 042.5	0
 41.39972	-008.07210	 046.2	0
 41.39971	-008.06711	 040.2	0
 41.39972	-008.06212	 022.3	0
 41.39972	-008.05713	 027.8	0
 41.39972	-008.05214	 018.8	0
 41.39971	-008.04715	 011.1	4
 41.39971	-008.04216	 020.3	3
 41.39972	-008.03717	 031.5	3
 41.39971	-008.03218	 034.2	3
 41.39971	-008.02719	 031.5	3
 41.39971	-008.02220	 027.3	0
 41.39972	-008.01721	 023.7	0
 41.39972	-008.01222	 022.5	0
 41.39972	-008.00723	 010.2	0
 41.39972	-008.00224	 020.1	0
 41.39971	-007.99725	 020.7	0
 41.39972	-007.99226	 021.8	3
 41.39971	-007.98727	 013.2	0
 41.39971	-007.98228	 013.5	0
 41.39971	-007.97729	 002.2	0
 41.39971	-007.97230	 026.1	3
 41.39972	-007.96731	-004.0	0
 41.39971	-007.96232	 004.9	0
 41.39972	-007.95733	 001.6	0
 41.39971	-007.95234	 013.1	0
 41.39972	-007.94735	 013.2	3
 41.39972	-007.94236	 013.7	3
 41.39971	-007.93737	 018.6	3
 41.39971	-007.93238	 018.8	3
 41.39971	-007.92739	 031.1	3
 41.39972	-007.92240	 015.1	3
 41.39971	-007.91741	 016.8	3
 41.39972	-007.91242	 009.5	3
 41.39972	-007.90743	 008.1	3
 41.39972	-007.90244	 009.8	0
 41.39972	-007.89745	 015.0	0
 41.39971	-007.89246	 013.9	3
 41.39971	-007.88747	 010.3	3
 41.39971	-007.88247	 007.2	0
 41.39972	-007.87748	-008.9	0
 41.39972	-007.87249	 002.9	3
 41.39972	-007.86751	 015.4	0
 41.39972	-007.86251	 022.5	3
 41.39971	-007.85752	 030.9	3
 41.39972	-007.85253	 019.7	2
 41.39971	-007.84754	 037.3	0
 41.39972	-007.84255	 039.6	0
 41.39972	-007.83756	 039.9	2
 41.39972	-007.83257	 020.6	2
 41.39971	-007.82758	-000.3	0
 41.39971	-007.82259	 044.7	0
 41.39972	-007.81760	 031.9	2
 41.39971	-007.81261	 003.9	0
 41.39972	-007.80762	 028.6	0
 41.39971	-007.80263	 043.7	0
 41.39972	-007.79764	 045.4	0
 41.39972	-007.79265	 031.7	0
 41.39971	-007.78766	 028.0	0
 41.39971	-007.78267	 016.7	0
 41.39971	-007.77768	 035.7	3
 41.39972	-007.77269	 035.4	0
 41.39971	-007.76770	 028.0	0
 41.39971	-007.76271	 016.1	0
 41.39972	-007.75772	 027.1	0
 41.39971	-007.75273	 041.7	2
 41.39972	-007.74774	 042.5	2
 41.39971	-007.74275	 054.7	7
 41.39971	-007.73776	 054.4	7
 41.39971	-007.73277	 051.7	7
 41.39972	-007.72778	 047.0	7
 41.39972	-007.72279	 040.9	7
 41.39971	-007.71780	 022.5	7
 41.39972	-007.71281	 004.1	0
 41.39971	-007.70782	 013.4	0
 41.39972	-007.70283	 032.9	7
 41.39971	-007.69784	 031.3	7
 41.39971	-007.69285	 030.6	7
 41.39972	-007.68786	 017.5	7
 41.39971	-007.68287	 016.9	0
 41.39972	-007.67788	 019.9	0
 41.39971	-007.67289	 022.2	0
 41.39972	-007.66790	 023.2	0
 41.39972	-007.66291	 025.8	0
 41.39972	-007.65792	 049.1	7
 41.39971	-007.65293	 055.0	7
 41.39971	-007.64794	 056.0	7
 41.39972	-007.64295	 052.2	7
 41.39972	-007.63796	 056.8	7
 41.39972	-007.63297	 054.9	7
 41.39971	-007.62798	 026.2	7
 41.39972	-007.62299	 052.9	7
 41.39972	-007.61800	 051.7	7
 41.39971	-007.61301	 042.2	7
 41.39971	-007.60802	 029.2	7
 41.39971	-007.60303	 023.0	7
 41.39972	-007.59804	 016.4	0
 41.39972	-007.59305	 039.1	7
 41.39971	-007.58806	 014.4	0
 41.39971	-007.58307	 015.5	0
 41.39972	-007.57808	 020.6	0
 41.39972	-007.57309	 022.2	0
 41.39972	-007.56810	 027.7	4
 41.39971	-007.56311	 056.0	7
 41.39971	-007.55812	 050.0	7
 41.39972	-007.55313	 043.7	7
 41.39972	-007.54814	 017.5	7
 41.39971	-007.54315	 019.1	0
 41.39971	-007.53816	 022.5	0
 41.39972	-007.53317	 048.8	7
 41.39972	-007.52818	 047.9	7
 41.39972	-007.52319	 048.4	7
 41.39971	-007.51820	 047.7	7
 41.39971	-007.51321	 045.1	7
 41.39972	-007.50822	 042.3	7
 41.39972	-007.50323	 036.3	7
 41.39971	-007.49824	 026.8	7
 41.39972	-007.49325	 028.3	7
 41.39972	-007.48826	 028.8	7
 41.39972	-007.48327	 032.8	7
 41.39971	-007.47828	 025.6	0
 41.39972	-007.47329	 021.2	0
 41.39972	-007.46830	 005.2	7
 41.39972	-007.46330	 004.8	0
 41.39972	-007.45831	 017.8	7
 41.39971	-007.45333	 027.3	0
 41.39972	-007.44834	 029.1	0
 41.39972	-007.44334	 029.3	7
 41.39972	-007.43835	 030.5	7
 41.39971	-007.43336	 028.9	7
 41.39971	-007.42837	 027.7	0
 41.39972	-007.42338	 023.7	7
 41.39972	-007.41839	 035.4	7
 41.39972	-007.41340	 033.7	7
 41.39972	-007.40841	 035.8	7
 41.39972	-007.40342	 042.5	7
 41.39972	-007.39843	 044.9	7
 41.39972	-007.39344	 008.2	0
 41.39972	-007.38845	 021.6	0
 41.39972	-007.38346	 031.3	0
 41.39972	-007.37847	 040.6	7
 41.39971	-007.37348	 011.2	0
 41.39971	-007.36849	 019.9	0
 41.39971	-007.36350	 033.1	7
 41.39972	-007.35851	 037.0	7
 41.39972	-007.35352	 040.6	7
 41.39972	-007.34853	 037.7	7
 41.39971	-007.34354	 018.0	0
 41.39972	-007.33855	 027.5	7
 41.39972	-007.33356	 033.1	7
 41.39971	-007.32857	 023.5	0
 41.39971	-007.32358	 044.9	7
 41.39972	-007.31859	 043.6	7
 41.39972	-007.31360	 030.5	0
 41.39972	-007.30861	 021.2	0
 41.39971	-007.30362	 017.2	0
 41.39972	-007.29863	 026.1	0
 41.39972	-007.29364	 018.2	0
 41.39972	-007.28865	 009.1	0
 41.39971	-007.28366	 006.4	0
 41.39971	-007.27867	 007.2	0
 41.39972	-007.27368	 018.3	0
 41.39972	-007.26869	 029.4	0
 41.39972	-007.26370	 019.4	0
 41.39971	-007.25871	 024.4	0
 41.39972	-007.25372	 026.5	0
 41.39972	-007.24873	 026.6	0
 41.39972	-007.24374	 027.8	0
 41.39971	-007.23875	 026.7	0
 41.39972	-007.23376	 028.4	0
 41.39972	-007.22877	 030.2	0
 41.39972	-007.22378	 012.9	0
 41.39972	-007.21879	 024.1	0
 41.39971	-007.21380	 025.7	0
 41.39972	-007.20881	 027.3	0
 41.39972	-007.20382	 024.8	0
 41.39971	-007.19883	 023.2	0
 41.39971	-007.19384	 028.2	0
 41.39972	-007.18885	 031.9	0
 41.39972	-007.18386	 027.9	8
 41.39972	-007.17887	 023.4	8
 41.39972	-007.17388	 026.3	0
 41.39971	-007.16889	 022.1	8
 41.39972	-007.16390	 022.4	8
 41.39972	-007.15891	 022.9	0
 41.39972	-007.15392	 022.2	0
 41.39971	-007.14893	 028.2	0
 41.39972	-007.14394	 025.6	0
 41.39972	-007.13895	 027.1	0
 41.39972	-007.13396	 028.1	0
 41.39971	-007.12897	 028.1	0
 41.39972	-007.12398	 010.8	0
 41.39972	-007.11899	 011.2	0
 41.39972	-007.11400	 008.8	0
 41.39971	-007.10901	 002.3	0
 41.39971	-007.10402	 008.0	0
 41.39972	-007.09903	 014.4	0
 41.39972	-007.09404	 018.8	0
 41.39972	-007.08905	 017.1	0
 41.39971	-007.08406	 010.3	0
 41.39972	-007.07907	 020.1	0
 41.39972	-007.07408	 018.7	0
 41.39972	-007.06909	 011.5	0
 41.39972	-007.06410	 018.1	0
 41.39971	-007.05911	 028.8	8
 41.39972	-007.05412	 031.7	8
 41.39972	-007.04913	 047.8	8
 41.39972	-007.04414	 055.1	8
 41.39971	-007.03914	 048.4	8
 41.39972	-007.03415	 057.2	8
 41.39972	-007.02916	 056.7	8
 41.39972	-007.02418	 056.3	8
 41.39596	-008.71583	 037.0	2
 41.39596	-008.71084	 043.5	2
 41.39596	-008.70585	 041.3	2
 41.39596	-008.70085	 041.7	2
 41.39596	-008.69586	 041.5	2
 41.39596	-008.69087	 036.8	2
 41.39596	-008.68588	 038.0	2
 41.39596	-008.68089	 032.4	2
 41.39596	-008.67590	 026.5	2
 41.39596	-008.67091	 029.1	2
 41.39596	-008.66593	 026.9	2
 41.39597	-008.66093	 014.5	2
 41.39596	-008.65594	 005.6	2
 41.39596	-008.65095	 009.0	0
 41.39596	-008.64596	 028.2	3
 41.39596	-008.64097	 024.3	2
 41.39596	-008.63598	 041.1	2
 41.39596	-008.63099	 019.1	0
 41.39596	-008.62600	 016.8	2
 41.39595	-008.62101	 026.9	2
 41.39596	-008.61602	 043.7	2
 41.39596	-008.61103	 045.4	2
 41.39596	-008.60604	 013.4	2
 41.39596	-008.60105	 017.8	0
 41.39596	-008.59606	 029.1	2
 41.39596	-008.59107	 043.7	2
 41.39596	-008.58608	 046.7	2
 41.39596	-008.58109	 044.5	2
 41.39596	-008.57610	 023.1	0
 41.39596	-008.57111	 032.7	0
 41.39596	-008.56612	 031.1	0
